origin	destination	destination_urban_proportion
bolivia	colombia	0.76708
bolivia	ecuador	0.63976
bolivia	peru	0.78924
bolivia	brazil	0.85933
bolivia	paraguay	0.59924
bolivia	uruguay	0.9546
bolivia	argentina	0.91893
bolivia	chile	0.89697
brazil	canada	0.82006
brazil	united_states	0.81788
brazil	bermuda	1.0
brazil	mexico	0.79517
brazil	belize	0.43845
brazil	guatemala	0.5203
brazil	honduras	0.55315
brazil	el_salvador	0.67189
brazil	nicaragua	0.59107
brazil	costa_rica	0.77675
brazil	panama	0.66895
brazil	bahamas	0.82951
brazil	cuba	0.77184
brazil	turks_caicos_islands	0.92502
brazil	cayman_islands	1.0
brazil	jamaica	0.5503
brazil	haiti	0.59794
brazil	dominican_republic	0.79841
brazil	puerto_rico	0.93569
brazil	united_states_virgin_islands	0.95459
brazil	saint_kitts_nevis	0.32153
brazil	antigua_barbuda	0.23393
brazil	guadeloupe	0.984
brazil	dominica	0.6982
brazil	martinique	0.889
brazil	saint_lucia	0.1854
brazil	saint_vincent_grenadines	0.50899
brazil	barbados	0.31415
brazil	grenada	0.35616
brazil	trinidad_tobago	0.08352
brazil	curacao	0.89241
brazil	aruba	0.41304
brazil	french_guiana	0.844
brazil	suriname	0.66015
brazil	guyana	0.28661
brazil	venezuela	0.89043
brazil	colombia	0.76708
brazil	ecuador	0.63976
brazil	peru	0.78924
brazil	bolivia	0.68911
brazil	paraguay	0.59924
brazil	uruguay	0.9546
brazil	argentina	0.91893
brazil	chile	0.89697
paraguay	canada	0.82006
paraguay	united_states	0.81788
paraguay	bermuda	1.0
paraguay	mexico	0.79517
paraguay	belize	0.43845
paraguay	guatemala	0.5203
paraguay	honduras	0.55315
paraguay	el_salvador	0.67189
paraguay	nicaragua	0.59107
paraguay	costa_rica	0.77675
paraguay	panama	0.66895
paraguay	bahamas	0.82951
paraguay	cuba	0.77184
paraguay	turks_caicos_islands	0.92502
paraguay	cayman_islands	1.0
paraguay	jamaica	0.5503
paraguay	haiti	0.59794
paraguay	dominican_republic	0.79841
paraguay	puerto_rico	0.93569
paraguay	united_states_virgin_islands	0.95459
paraguay	saint_kitts_nevis	0.32153
paraguay	antigua_barbuda	0.23393
paraguay	guadeloupe	0.984
paraguay	dominica	0.6982
paraguay	martinique	0.889
paraguay	saint_lucia	0.1854
paraguay	saint_vincent_grenadines	0.50899
paraguay	barbados	0.31415
paraguay	grenada	0.35616
paraguay	trinidad_tobago	0.08352
paraguay	curacao	0.89241
paraguay	aruba	0.41304
paraguay	french_guiana	0.844
paraguay	suriname	0.66015
paraguay	guyana	0.28661
paraguay	venezuela	0.89043
paraguay	colombia	0.76708
paraguay	ecuador	0.63976
paraguay	peru	0.78924
paraguay	bolivia	0.68911
paraguay	brazil	0.85933
paraguay	uruguay	0.9546
paraguay	argentina	0.91893
paraguay	chile	0.89697
uruguay	canada	0.82006
uruguay	united_states	0.81788
uruguay	bermuda	1.0
uruguay	mexico	0.79517
uruguay	belize	0.43845
uruguay	guatemala	0.5203
uruguay	honduras	0.55315
uruguay	el_salvador	0.67189
uruguay	nicaragua	0.59107
uruguay	costa_rica	0.77675
uruguay	panama	0.66895
uruguay	bahamas	0.82951
uruguay	cuba	0.77184
uruguay	turks_caicos_islands	0.92502
uruguay	cayman_islands	1.0
uruguay	jamaica	0.5503
uruguay	haiti	0.59794
uruguay	dominican_republic	0.79841
uruguay	puerto_rico	0.93569
uruguay	united_states_virgin_islands	0.95459
uruguay	saint_kitts_nevis	0.32153
uruguay	antigua_barbuda	0.23393
uruguay	guadeloupe	0.984
uruguay	dominica	0.6982
uruguay	martinique	0.889
uruguay	saint_lucia	0.1854
uruguay	saint_vincent_grenadines	0.50899
uruguay	barbados	0.31415
uruguay	grenada	0.35616
uruguay	trinidad_tobago	0.08352
uruguay	curacao	0.89241
uruguay	aruba	0.41304
uruguay	french_guiana	0.844
uruguay	suriname	0.66015
uruguay	guyana	0.28661
uruguay	venezuela	0.89043
uruguay	colombia	0.76708
uruguay	ecuador	0.63976
uruguay	peru	0.78924
uruguay	bolivia	0.68911
uruguay	brazil	0.85933
uruguay	paraguay	0.59924
uruguay	argentina	0.91893
uruguay	chile	0.89697
argentina	canada	0.82006
argentina	united_states	0.81788
argentina	bermuda	1.0
argentina	mexico	0.79517
argentina	belize	0.43845
argentina	guatemala	0.5203
argentina	honduras	0.55315
argentina	el_salvador	0.67189
argentina	nicaragua	0.59107
argentina	costa_rica	0.77675
argentina	panama	0.66895
argentina	bahamas	0.82951
argentina	cuba	0.77184
argentina	turks_caicos_islands	0.92502
argentina	cayman_islands	1.0
argentina	jamaica	0.5503
argentina	haiti	0.59794
argentina	dominican_republic	0.79841
argentina	puerto_rico	0.93569
argentina	united_states_virgin_islands	0.95459
argentina	saint_kitts_nevis	0.32153
argentina	antigua_barbuda	0.23393
argentina	guadeloupe	0.984
argentina	dominica	0.6982
argentina	martinique	0.889
argentina	saint_lucia	0.1854
argentina	saint_vincent_grenadines	0.50899
argentina	barbados	0.31415
argentina	grenada	0.35616
argentina	trinidad_tobago	0.08352
argentina	curacao	0.89241
argentina	aruba	0.41304
argentina	french_guiana	0.844
argentina	suriname	0.66015
argentina	guyana	0.28661
argentina	venezuela	0.89043
argentina	colombia	0.76708
argentina	ecuador	0.63976
argentina	peru	0.78924
argentina	bolivia	0.68911
argentina	brazil	0.85933
argentina	paraguay	0.59924
argentina	uruguay	0.9546
argentina	chile	0.89697
chile	canada	0.82006
chile	united_states	0.81788
chile	bermuda	1.0
chile	mexico	0.79517
chile	belize	0.43845
chile	guatemala	0.5203
chile	honduras	0.55315
chile	el_salvador	0.67189
chile	nicaragua	0.59107
chile	costa_rica	0.77675
chile	panama	0.66895
chile	bahamas	0.82951
chile	cuba	0.77184
chile	turks_caicos_islands	0.92502
chile	cayman_islands	1.0
chile	jamaica	0.5503
chile	haiti	0.59794
chile	dominican_republic	0.79841
chile	puerto_rico	0.93569
chile	united_states_virgin_islands	0.95459
chile	saint_kitts_nevis	0.32153
chile	antigua_barbuda	0.23393
chile	guadeloupe	0.984
chile	dominica	0.6982
chile	martinique	0.889
chile	saint_lucia	0.1854
chile	saint_vincent_grenadines	0.50899
chile	barbados	0.31415
chile	grenada	0.35616
chile	trinidad_tobago	0.08352
chile	curacao	0.89241
chile	aruba	0.41304
chile	french_guiana	0.844
chile	suriname	0.66015
chile	guyana	0.28661
chile	venezuela	0.89043
chile	colombia	0.76708
chile	ecuador	0.63976
chile	peru	0.78924
chile	bolivia	0.68911
chile	brazil	0.85933
chile	paraguay	0.59924
chile	uruguay	0.9546
chile	argentina	0.91893
